pair_index,environment,batch_index,index_in_batch,network_record,target_original_q,target_counterfactual_q,target_delta_q_wrapped,target_delta_l2_rad,ordinary_pred_original_q,ordinary_pred_counterfactual_q,ordinary_pred_delta_q_wrapped,ordinary_pred_delta_l2_rad,ordinary_pred_required_ratio,ordinary_direction_cosine,ordinary_original_scene_error_l2_rad,ordinary_counterfactual_scene_error_l2_rad,ordinary_cf_prediction_to_original_target_l2_rad,ordinary_cf_prediction_closer_to_cf_target,cftrained_pred_original_q,cftrained_pred_counterfactual_q,cftrained_pred_delta_q_wrapped,cftrained_pred_delta_l2_rad,cftrained_pred_required_ratio,cftrained_direction_cosine,cftrained_original_scene_error_l2_rad,cftrained_counterfactual_scene_error_l2_rad,cftrained_cf_prediction_to_original_target_l2_rad,cftrained_cf_prediction_closer_to_cf_target
20,291,3,197,7,-2.62196087837 1.80615448952 -1.235871315 0.356818526983 1.2235366106 0.644704282284 2.89836168289,-2.60775661469 1.80439424515 -1.21543383598 0.479653000832 1.24390089512 0.582053780556 2.89709663391,0.0142042636871 -0.00176024436951 0.0204374790192 0.122834473848 0.0203642845154 -0.0626505017281 -0.00126504898071,0.1416059599060591,-2.68783044815 1.72911083698 -1.2729101181 0.454062849283 1.16708815098 0.543281376362 2.97022271156,-2.68785834312 1.72915327549 -1.27291035652 0.454107552767 1.16707026958 0.543259203434 2.97026133537,-2.78949737549e-05 4.24385070801e-05 -2.38418579102e-07 4.47034835815e-05 -1.78813934326e-05 -2.21729278564e-05 3.86238098145e-05,8.295056586375891e-05,0.0005857844254492397,0.5100730926415444,0.1993486836042779,0.16968985979738355,0.1993936299755031,1,-2.54347038269 1.75191891193 -1.26410198212 0.473768055439 1.24099671841 0.540370821953 2.85189127922,-2.5474615097 1.74851071835 -1.2617110014 0.474632322788 1.24239599705 0.54039978981 2.85424351692,-0.00399112701416 -0.00340819358826 0.00239098072052 0.000864267349243 0.00139927864075 2.89678573608e-05 0.00235223770142,0.0064420856320165564,0.045493040238491475,0.1403586317030599,0.19216202352807998,0.11179875132589974,0.19131716163852566,1
21,292,0,1,6,-2.81954574585 -0.185283601284 -2.79502940178 -0.252845436335 -2.13578867912 0.0432281792164 -0.0714284554124,-2.76340603828 -0.193764612079 -2.78222846985 -0.184269160032 -2.11547708511 0.0482032708824 -0.0557150505483,0.0561397075653 -0.00848101079464 0.0128009319305 0.0685762763023 0.0203115940094 0.00497509166598 0.0157134048641,0.0936716996755789,-2.88583779335 -0.175687402487 -2.85335183144 -0.291288018227 -2.19476914406 0.0597155839205 0.0478088334203,-2.88586068153 -0.17568692565 -2.85337638855 -0.291296929121 -2.19479966164 0.0597112923861 0.0478369668126,-2.28881835938e-05 4.76837158203e-07 -2.45571136475e-05 -8.91089439392e-06 -3.0517578125e-05 -4.29153442383e-06 2.8133392334e-05,5.429345999321506e-05,0.0005796143358266603,-0.4745700975045022,0.16533033993439378,0.22132880087390377,0.16538102991642753,0,-2.83967423439 -0.119677528739 -2.82260465622 -0.252623856068 -2.14756274223 0.0375343337655 -0.0256774239242,-2.84141349792 -0.120386824012 -2.82280635834 -0.253740012646 -2.14820504189 0.036902166903 -0.0245833210647,-0.00173926353455 -0.000709295272827 -0.00020170211792 -0.00111615657806 -0.0006422996521 -0.000632166862488 0.0010941028595,0.0026122541090137993,0.027887335428534332,-0.6937194336182235,0.08794294674024468,0.14181060124140718,0.0886047457625524,0
22,292,0,13,6,-2.98341536522 -1.06806218624 2.62276768684 1.15020823479 2.43966794014 0.739319205284 1.32043099403,-2.93123197556 -1.06719183922 2.655397892 1.15974736214 2.48144960403 0.791207492352 1.35919559002,0.0521833896637 0.00087034702301 0.0326302051544 0.00953912734985 0.0417816638947 0.0518882870674 0.0387645959854,0.09909785353002433,-2.96715092659 -1.08983337879 2.55682325363 1.1053943634 2.36147403717 0.742149889469 1.32612013817,-2.96715712547 -1.08984267712 2.55682277679 1.1053955555 2.36147665977 0.742154657841 1.32611727715,-6.19888305664e-06 -9.29832458496e-06 -4.76837158203e-07 1.19209289551e-06 2.62260437012e-06 4.76837158203e-06 -2.86102294922e-06,1.2819294985551895e-05,0.00012935996622437387,-0.07058308868954205,0.11510922519329407,0.17991306730501908,0.11510811205556441,0,-3.03518819809 -1.04771673679 2.67481970787 1.22359085083 2.34897661209 0.718284964561 1.27253866196,-3.03499293327 -1.04776501656 2.67473125458 1.22342228889 2.34909272194 0.718265771866 1.27245306969,0.000195264816284 -4.82797622681e-05 -8.84532928467e-05 -0.000168561935425 0.000116109848022 -1.91926956177e-05 -8.55922698975e-05,0.00031284546992373644,0.003156934875778632,0.19968876064937555,0.1488281441957013,0.21432479243088864,0.1485992232468329,0
23,292,0,31,6,-2.11627531052 0.407056480646 0.408224701881 -1.01464271545 -3.08095192909 1.12078118324 -0.397066891193,-2.16715574265 0.415647000074 0.340411782265 -0.998462915421 -3.14527845383 1.12817692757 -0.381138116121,-0.0508804321289 0.00859051942825 -0.0678129196167 0.0161798000336 -0.0643265247345 0.00739574432373 0.0159287750721,0.10940437874032267,-2.19218039513 0.389689594507 0.49629881978 -1.00568175316 -3.0560631752 1.11298763752 -0.367511093616,-2.19219589233 0.389717012644 0.496312648058 -1.00571775436 -3.05606341362 1.11299979687 -0.367559254169,-1.54972076416e-05 2.74181365967e-05 1.38282775879e-05 -3.60012054443e-05 -2.38418579102e-07 1.21593475342e-05 -4.81605529785e-05,7.033186441924011e-05,0.0006428615127569681,-0.15050294746751894,0.12431522146679701,0.18447531047553142,0.12431581518563525,0,-2.1674220562 0.432960391045 0.488055050373 -1.0187060833 -3.00500011444 1.12014722824 -0.431797713041,-2.16628050804 0.434396147728 0.488329589367 -1.01760673523 -3.00541090965 1.12185788155 -0.432492703199,0.00114154815674 0.00143575668335 0.000274538993835 0.00109934806824 -0.000410795211792 0.00171065330505 -0.000694990158081,0.0028681990931873702,0.026216492668864735,-0.059186641402166076,0.12904149604034992,0.2117513020929062,0.12898119491408602,0
24,292,0,63,6,2.16531586647 -0.403170317411 -1.48549699783 -0.185738310218 2.66721391678 0.905634760857 -0.397283315659,2.14576029778 -0.387410879135 -1.48518443108 -0.217971667647 2.70404195786 0.903572916985 -0.377807974815,-0.0195555686951 0.0157594382763 0.000312566757202 -0.0322333574295 0.0368280410767 -0.00206184387207 0.0194753408432,0.058392738431961355,2.14314007759 -0.448299258947 -1.48266386986 -0.21298108995 2.59976673126 0.887281477451 -0.386581242085,2.14315223694 -0.448303312063 -1.482670784 -0.212996602058 2.59977245331 0.88728004694 -0.38658362627,1.21593475342e-05 -4.05311584473e-06 -6.91413879395e-06 -1.55121088028e-05 5.72204589844e-06 -1.43051147461e-06 -2.38418579102e-06,2.220767501356981e-05,0.0003803156969499893,0.280263799207099,0.09098946566957486,0.12231254767904251,0.09098871089310706,0,2.02392745018 -0.456816375256 -1.37195062637 -0.195934355259 2.74519848824 0.903234362602 -0.499149769545,2.02245688438 -0.457936882973 -1.37150084972 -0.196582496166 2.74541282654 0.90321290493 -0.49927970767,-0.0014705657959 -0.00112050771713 0.000449776649475 -0.000648140907288 0.000214338302612 -2.14576721191e-05 -0.00012993812561,0.0020257769448977616,0.03469227508927633,0.31734401393917405,0.22875631426019571,0.22366529137067834,0.230314963638601,1
25,292,0,74,6,0.604090213776 0.726485788822 2.31977796555 -1.68064212799 0.686417043209 0.198301106691 -0.765579998493,0.634761273861 0.696012377739 2.38373851776 -1.65705883503 0.687781155109 0.160668969154 -0.79660898447,0.0306710600853 -0.0304734110832 0.0639605522156 0.0235832929611 0.00136411190033 -0.037632137537 -0.0310289859772,0.09432551724780762,0.663201570511 0.722155272961 2.26174044609 -1.73276484013 0.733611762524 0.189293459058 -0.63960391283,0.663172483444 0.722150027752 2.2617251873 -1.73274159431 0.733607947826 0.189288213849 -0.639599144459,-2.90870666504e-05 -5.24520874023e-06 -1.52587890625e-05 2.32458114624e-05 -3.81469726562e-06 -5.24520874023e-06 4.76837158203e-06,4.137111979090782e-05,0.00043859944793326217,-0.28593332265127985,0.16666280344916531,0.22288282212656738,0.1666534793082878,0,0.708310961723 0.731509208679 2.28044223785 -1.688144207 0.746017515659 0.207244247198 -0.708471775055,0.708445549011 0.730640232563 2.28210783005 -1.6888229847 0.746257126331 0.206226974726 -0.707170009613,0.000134587287903 -0.00086897611618 0.0016655921936 -0.000678777694702 0.000239610671997 -0.00101727247238 0.00130176544189,0.0026067258324738124,0.027635425794968537,0.4853959088289759,0.1392276013405111,0.1773711361208383,0.13945839039996877,0
26,292,0,82,6,3.02994585037 -0.997210383415 -0.493672430515 0.534395992756 -2.62820410728 -0.755364716053 -0.169819042087,3.07709670067 -1.00720524788 -0.472963154316 0.515089273453 -2.6476624012 -0.760851681232 -0.149857625365,0.047150850296 -0.00999486446381 0.0207092761993 -0.0193067193031 -0.0194582939148 -0.00548696517944 0.0199614167213,0.06270497330129558,3.00290608406 -0.978570759296 -0.55291980505 0.512830853462 -2.64324831963 -0.755876004696 -0.185184299946,3.00290727615 -0.978574812412 -0.552919089794 0.512831091881 -2.64324831963 -0.755877196789 -0.185183346272,1.19209289551e-06 -4.05311584473e-06 7.15255737305e-07 2.38418579102e-07 0 -1.19209289551e-06 9.53674316406e-07,4.554980558047962e-06,7.264145598406385e-05,0.46392261871092566,0.07427362965148193,0.11838057153190999,0.07427134974140229,0,3.02906632423 -0.976177811623 -0.499323070049 0.580959141254 -2.61844754219 -0.765688717365 -0.218719944358,3.02908968925 -0.976181864738 -0.499328553677 0.580955564976 -2.61844038963 -0.765705049038 -0.218720182776,2.3365020752e-05 -4.05311584473e-06 -5.48362731934e-06 -3.57627868652e-06 7.15255737305e-06 -1.63316726685e-05 -2.38418579102e-07,3.0383405555569925e-05,0.0004845453870074793,0.5476358950692267,0.07236209626698169,0.11798372362756018,0.07236222311049087,0
27,292,0,99,6,-2.59690451622 -0.72656005621 1.68869066238 -0.83479809761 2.64301729202 -0.587261080742 1.06643176079,-2.57250356674 -0.696695685387 1.65715944767 -0.839667618275 2.68964982033 -0.625969231129 1.09549820423,0.0244009494781 0.0298643708229 -0.0315312147141 -0.00486952066422 0.0466325283051 -0.0387081503868 0.0290664434433,0.08380327230996441,-2.54066872597 -0.769198715687 1.78535342216 -0.887545406818 2.57928204536 -0.606697499752 1.05534434319,-2.54068446159 -0.769228279591 1.78536248207 -0.887544095516 2.57930088043 -0.60667771101 1.05534029007,-1.57356262207e-05 -2.95639038086e-05 9.05990600586e-06 1.31130218506e-06 1.8835067749e-05 1.97887420654e-05 -4.05311584473e-06,4.4364598374269016e-05,0.0005293898096267293,-0.4207740716891754,0.1472052105875372,0.19789723881716334,0.1472027859960116,0,-2.62807250023 -0.789213061333 1.85438644886 -0.852090001106 2.64958810806 -0.644958794117 0.992816448212,-2.6266617775 -0.789510250092 1.85406053066 -0.85378164053 2.64986419678 -0.644800782204 0.992262840271,0.00141072273254 -0.00029718875885 -0.000325918197632 -0.00169163942337 0.0002760887146 0.0001580119133 -0.000553607940674,0.002335380245656471,0.027867411155719137,0.1774472220054751,0.20357397146599202,0.2512209403105635,0.20350556715809842,0
28,292,0,134,6,-2.70592832565 -1.4146052599 2.51015424728 1.19746732712 1.54912698269 -0.0783040970564 -2.84220194817,-2.743745327 -1.53243100643 2.49783444405 1.25714838505 1.57564294338 -0.0642475113273 -2.84683394432,-0.0378170013428 -0.117825746536 -0.0123198032379 0.05968105793 0.0265159606934 0.0140565857291 -0.00463199615479,0.14124014134472918,-2.6855494976 -1.44442021847 2.45559310913 1.1765267849 1.52050244808 -0.0686010569334 -2.88221502304,-2.68548893929 -1.44445192814 2.45557665825 1.17654716969 1.52057206631 -0.0685676783323 -2.88223481178,6.05583190918e-05 -3.17096710205e-05 -1.6450881958e-05 2.03847885132e-05 6.96182250977e-05 3.33786010742e-05 -1.97887420654e-05,0.0001082192540878384,0.0007662074892979916,0.34492752438836216,0.08505416875390515,0.15401651881079062,0.0850750821376087,0,-2.7540974617 -1.44477140903 2.49976372719 1.17015743256 1.55221402645 -0.0774697288871 -2.95128679276,-2.75473952293 -1.44601619244 2.50083637238 1.17125320435 1.55247831345 -0.0794263109565 -2.95219731331,-0.000642061233521 -0.00124478340149 0.00107264518738 0.00109577178955 0.000264286994934 -0.0019565820694 -0.000910520553589,0.003006679322022587,0.021287711081257644,0.4870980001405597,0.12646653628045532,0.16384084236390475,0.12749374033023098,0
29,292,0,139,6,-1.95405042171 0.44480484724 0.460580796003 0.00823432486504 -3.01356244087 -0.0586018562317 1.01554465294,-1.98468744755 0.433898985386 0.462825447321 0.0292690936476 -3.04553151131 -0.0567548945546 0.950758218765,-0.0306370258331 -0.0109058618546 0.0022446513176 0.0210347687826 -0.0319690704346 0.00184696167707 -0.0647864341736,0.08202304503478812,-2.0353281498 0.429035574198 0.42632868886 -0.00469396449625 -3.02376484871 -0.0596503466368 1.09854960442,-2.03533291817 0.429055601358 0.426321297884 -0.00468478538096 -3.0237762928 -0.0596460551023 1.09856748581,-4.76837158203e-06 2.00271606445e-05 -7.39097595215e-06 9.17911529541e-06 -1.14440917969e-05 4.29153442383e-06 1.78813934326e-05,3.212220338046726e-05,0.00039162412669321644,-0.2582863414073226,0.12324811151227914,0.16553872252719054,0.12326274172132391,0,-1.89197671413 0.479899764061 0.455706954002 0.00885850097984 -3.09152841568 -0.0704890713096 1.03075385094,-1.89142119884 0.480416893959 0.455723196268 0.00931268837303 -3.09206676483 -0.0700093731284 1.03071069717,0.000555515289307 0.000517129898071 1.62422657013e-05 0.000454187393188 -0.000538349151611 0.000479698181152 -4.31537628174e-05,0.0011420871108395892,0.01392397844234142,0.0835140687089787,0.10751865468318726,0.1415797262083867,0.10834420054448607,0
30,292,0,150,6,-1.45557022095 0.307673841715 -1.80467557907 0.156617134809 -0.245487838984 -0.481615543365 -3.07990241051,-1.42236971855 0.255712687969 -1.81144213676 0.132148325443 -0.230300009251 -0.459128081799 -3.04304766655,0.0332005023956 -0.0519611537457 -0.00676655769348 -0.0244688093662 0.0151878297329 0.0224874615669 0.0368547439575,0.080878749029736,-1.5014538765 0.250589519739 -1.83331632614 -0.0417731776834 -0.373252660036 -0.418343484402 -3.12812924385,-1.50145626068 0.250591188669 -1.83331823349 -0.0417753234506 -0.373256653547 -0.418346583843 -3.12811923027,-2.38418579102e-06 1.66893005371e-06 -1.90734863281e-06 -2.14576721191e-06 -3.99351119995e-06 -3.09944152832e-06 1.00135803223e-05,1.193894574521364e-05,0.00014761536112315672,0.14315498459817652,0.2611435784086718,0.2575768115174469,0.26114482570013187,1,-1.52625489235 0.326605319977 -1.66953837872 0.220413684845 -0.226540237665 -0.537289500237 -3.1298596859,-1.52675867081 0.32718527317 -1.66863667965 0.221331775188 -0.225096255541 -0.536567926407 -3.13133311272,-0.000503778457642 0.000579953193665 0.000901699066162 0.000918090343475 0.00144398212433 0.000721573829651 -0.00147342681885,0.0026500621282232024,0.032765864457780826,-0.42724105852637995,0.18341514874895057,0.2411862323375044,0.18499663886971343,0
31,292,0,166,6,0.728185474873 1.02123737335 1.84284043312 -0.757166087627 -0.138857260346 -1.03525662422 2.05176115036,0.725928902626 0.97625041008 1.80532884598 -0.70149821043 -0.161853149533 -1.05770075321 2.0760436058,-0.00225657224655 -0.0449869632721 -0.0375115871429 0.0556678771973 -0.0229958891869 -0.0224441289902 0.0242824554443,0.09031687656473325,0.808303236961 0.982658565044 1.8300204277 -0.753319501877 -0.129884406924 -1.02962124348 2.05773568153,0.808261036873 0.98266094923 1.8299806118 -0.753289282322 -0.129871293902 -1.02954685688 2.05771136284,-4.2200088501e-05 2.38418579102e-06 -3.981590271e-05 3.02195549011e-05 1.31130218506e-05 7.43865966797e-05 -2.43186950684e-05,0.00010286775712474578,0.0011389649535877924,0.0648154824093915,0.09074300882601721,0.1107305383719986,0.09071601190532241,0,0.78891825676 1.03583419323 1.84290134907 -0.707915365696 -0.121609129012 -1.08043527603 2.01338267326,0.791254043579 1.0375109911 1.84581422806 -0.708164155483 -0.12014452368 -1.07850778103 2.01320528984,0.00233578681946 0.00167679786682 0.00291287899017 -0.000248789787292 0.00146460533142 0.00192749500275 -0.000177383422852,0.004765089942795055,0.05275968483453642,-0.6623851122348514,0.10069106904754255,0.12579717660949613,0.10178355104062586,0
32,292,0,174,6,0.772152543068 1.06436359882 -0.892038404942 0.460182905197 0.517033815384 1.19048714638 -0.132312640548,0.737743496895 0.993227779865 -0.89426189661 0.421426832676 0.509431481361 1.18349468708 -0.111083574593,-0.0344090461731 -0.0711358189583 -0.0022234916687 -0.0387560725212 -0.00760233402252 -0.00699245929718 0.0212290659547,0.09115167294569482,0.828924417496 1.07568895817 -0.902453362942 0.467241168022 0.479954332113 1.16974937916 -0.141775429249,0.828957557678 1.07564151287 -0.902486264706 0.467246174812 0.479973763227 1.16970670223 -0.14176684618,3.31401824951e-05 -4.74452972412e-05 -3.2901763916e-05 5.00679016113e-06 1.94311141968e-05 -4.26769256592e-05 8.58306884766e-06,8.203340292899188e-05,0.000899965960886584,0.32721666042099695,0.07351249794048925,0.1388467120820038,0.07353709887047394,0,0.922837257385 1.09090173244 -0.859267473221 0.4812464118 0.562768995762 1.16125690937 -0.184755310416,0.918070852757 1.09431874752 -0.855417072773 0.476832568645 0.561788141727 1.16452109814 -0.190245613456,-0.00476640462875 0.00341701507568 0.00385040044785 -0.00441384315491 -0.000980854034424 0.00326418876648 -0.00549030303955,0.010510120385775805,0.11530364771294313,-0.05060961086474862,0.1749974515354198,0.2380838093818639,0.17274609123284937,0
33,292,0,209,6,1.54946827888 0.139168381691 1.68780064583 -2.29301023483 0.181384682655 1.92515742779 1.77009284496,1.54907035828 0.154656663537 1.68592882156 -2.24315500259 0.150640726089 1.93799376488 1.79966282845,-0.000397920608521 0.015488281846 -0.00187182426453 0.0498552322388 -0.0307439565659 0.0128363370895 0.0295699834824,0.06865449338068723,1.52806293964 0.114185966551 1.7729010582 -2.35048317909 0.234926298261 1.96353018284 1.81660699844,1.52804005146 0.114196456969 1.77289032936 -2.35043621063 0.234924629331 1.96351635456 1.81659650803,-2.28881835938e-05 1.04904174805e-05 -1.07288360596e-05 4.6968460083e-05 -1.66893005371e-06 -1.38282775879e-05 -1.04904174805e-05,5.7088680317418685e-05,0.0008315359637258346,0.5350050505726518,0.13464868557569284,0.1708589827627374,0.13461532872068854,0,1.49624991417 0.140426591039 1.70168268681 -2.29242777824 0.199342101812 1.92113494873 1.74432730675,1.49582338333 0.139184728265 1.70348012447 -2.29266285896 0.200036376715 1.92144989967 1.74394965172,-0.000426530838013 -0.0012418627739 0.00179743766785 -0.000235080718994 0.000694274902344 0.000314950942993 -0.000377655029297,0.0023945838629852775,0.03487876386629754,-0.3808922352279606,0.063477082094486,0.1079411183728286,0.06456655338327155,0
34,292,0,214,6,-0.560304880142 0.292789012194 2.90182971954 0.128465369344 -1.26330447197 0.948083817959 2.57765555382,-0.539898216724 0.227038800716 2.91884636879 0.0989829525352 -1.28837788105 0.942293465137 2.55942440033,0.0204066634178 -0.0657502114773 0.0170166492462 -0.0294824168086 -0.0250734090805 -0.00579035282135 -0.0182311534882,0.08302337297305502,-0.631765723228 0.271720081568 2.93402767181 0.12141700834 -1.27677059174 0.954252779484 2.66593050957,-0.631771326065 0.2716409266 2.93400907516 0.121400199831 -1.27677619457 0.954243481159 2.66587662697,-5.60283660889e-06 -7.91549682617e-05 -1.85966491699e-05 -1.68085098267e-05 -5.60283660889e-06 -9.29832458496e-06 -5.3882598877e-05,9.973187665641047e-05,0.0012012506007046731,0.7784817006336501,0.12103222602264943,0.1509037344221058,0.12100623320340728,0,-0.618452310562 0.30451464653 2.99906778336 0.137983858585 -1.25106275082 0.978687226772 2.58524942398,-0.617456316948 0.302450656891 2.99962520599 0.137235224247 -1.24997484684 0.977311074734 2.58480072021,0.000995993614197 -0.00206398963928 0.000557422637939 -0.000748634338379 0.00108790397644 -0.00137615203857 -0.000448703765869,0.003066250877734006,0.03693238142383288,0.6931714995079502,0.11919963124222313,0.15177498944954845,0.11867378177084428,0
